source_path	decision	target	reason	chars_read
creator\Documents\NPCDialogueDesigner.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	10233
creator\Documents\OverwritingAssets.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	4118
creator\Documents\OverwritingPaintings.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	12036
creator\Documents\PackagingASkinPack.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5343
creator\Documents\ParkourIntro.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	1446
creator\Documents\ParkourWorldGuide.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5260
creator\Documents\ParkourWorldWalkthrough.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	10177
creator\Documents\ParticleEffects.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	14860
creator\Documents\Practices\GuidelinesForBuildingCooperativeAddons.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	28838
creator\Documents\Practices\ImprovingPerformanceAndResourceUsage.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	15312
creator\Documents\Practices\LatestPlatformVersion.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	7208
creator\Documents\PreparingRawTextForLocalization.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	6016
creator\Documents\RecipeIntroduction.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	7796
creator\Documents\RedstoneGuide.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	9672
creator\Documents\ResourcePack.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	10870
creator\Documents\RTXGettingStarted.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5683
creator\Documents\RTXPBRTutorial.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	488
creator\Documents\ScoreboardIntroduction.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	9587
creator\Documents\ScoreboardOperationsTutorial.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	6531
creator\Documents\scripting\components-tutorial.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	11136
creator\Documents\scripting\custom-commands.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5567
creator\Documents\scripting\custom-components.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	9719
creator\Documents\scripting\custom-dimension-api-tutorial.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	20831
creator\Documents\scripting\debugging-scripts.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	14681
creator\Documents\scripting\developer-tools.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	20597
creator\Documents\scripting\error-handling.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	7067
creator\Documents\scripting\execution-privilege.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	2627
creator\Documents\scripting\intro-to-ddui.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	16164
creator\Documents\scripting\introduction.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	29930
creator\Documents\scripting\libraries.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	12875
creator\Documents\scripting\multiplayer-scripts.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	8446
creator\Documents\scripting\next-steps.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	21353
creator\Documents\scripting\system-run-guide.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	11681
creator\Documents\scripting\v2-overview.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	13218
creator\Documents\scripting\versioning.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5864
creator\Documents\SimulationRenderDistanceGuide.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	10456
creator\Documents\SkinPack.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5301
creator\Documents\SnowstormOverview.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	1599
creator\Documents\Spawning\EntitySpawningDeepDive.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	19069
creator\Documents\Structures\IntroductionToJigsawStructures.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	9460
creator\Documents\Structures\IntroductionToStructureBlocks.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	10172
creator\Documents\Structures\JigsawTutorial.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	13550
creator\Documents\Structures\MoreFunWithStructureBlocks.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	3499
creator\Documents\Structures\StructureBlocksCommandTutorial.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	7546
creator\Documents\Structures\TerrainMatchingTips.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	4571
creator\Documents\StyleGuide.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	7227
creator\Documents\SurvivalSpawnCreation.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	4843
creator\Documents\TargetSelectors.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	10053
creator\Documents\TextureBudgets.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	1981
creator\Documents\TickingAreaCommand.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5922
creator\Documents\TickJsonIntroduction.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	3818
creator\Documents\TipsForUsingThisSite.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	1475
creator\Documents\TroubleshootingAddons.md	修改	docs\guides\addons\troubleshooting.md	吸收官方故障排查清单与高频症状修复策略	13973
creator\Documents\UniqueEntityBehaviors.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5326
creator\Documents\Update1.19.40.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	3409
creator\Documents\Update1.19.50.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	4172
creator\Documents\Update1.19.60.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	10665
creator\Documents\Update1.19.70.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	2747
creator\Documents\Update1.19.80.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	4751
creator\Documents\Update1.20.10.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	7053
creator\Documents\Update1.20.30.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	20436
creator\Documents\Update1.20.40.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	10850
creator\Documents\Update1.20.50.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	6338
creator\Documents\Update1.20.60.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	4376
creator\Documents\Update1.20.70.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	4604
creator\Documents\Update1.20.80.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	6005
creator\Documents\Update1.20.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	6161
creator\Documents\Update1.21.100.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	5243
creator\Documents\Update1.21.110.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	5413
creator\Documents\Update1.21.120.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	11215
creator\Documents\Update1.21.130.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	25453
creator\Documents\Update1.21.20.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	10795
creator\Documents\Update1.21.30.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	4493
creator\Documents\Update1.21.40.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	7561
creator\Documents\Update1.21.50.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	6202
creator\Documents\Update1.21.60.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	7070
creator\Documents\Update1.21.70.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	5373
creator\Documents\Update1.21.80.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	8233
creator\Documents\Update1.21.90.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	5339
creator\Documents\Update1.21.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	9664
creator\Documents\Update1.26.0.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	23356
creator\Documents\Update1.26.10.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	27568
creator\Documents\Update1.26.20.md	无需更新		版本日志类内容已由官方帮助中心更新日志链路覆盖	30909
creator\Documents\VariationsBlockTexture.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	4832
creator\Documents\VibrantVisuals\AtmosphericsCustomization.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	6160
creator\Documents\VibrantVisuals\BiomeCustomization.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	9767
creator\Documents\VibrantVisuals\ColorGradingToneMappingCustomization.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	12301
creator\Documents\VibrantVisuals\CubemapCustomization.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	5687
creator\Documents\VibrantVisuals\EnablingDeferredTechnicalPreview.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	1762
creator\Documents\VibrantVisuals\IntroVibrantVisuals.md	无需更新		现有中文文档已覆盖核心概念，当前文件暂无增量吸收价值	3279
